Symbol,Company Name,Industry,Market Cap
RCUS,Arcus Biosciences,Biotechnology,1.68B
RDCM,RADCOM,Telecom Services,134.93M
RDFN,Redfin,Real Estate Services,983.95M
RDHL,RedHill Biopharma,Drug Manufacturers - Specialty & Generic,5.33M
RDI,Reading International,Entertainment,81.24M
RDIB,Reading International,Entertainment,79.51M
RDN,Radian Group,Insurance - Specialty,4.26B
RDNT,RadNet,Diagnostics & Research,2.18B
RDVT,Red Violet,Software - Application,283.00M
RDW,Redwire,Aerospace & Defense,198.83M
RDWR,Radware,Software - Infrastructure,737.49M
RDY,Dr. Reddy's Laboratories,Drug Manufacturers - Specialty & Generic,11.68B
REAL,The RealReal,Luxury Goods,239.01M
REAX,The Real Brokerage,Real Estate Services,327.60M
REBN,Reborn Coffee,Restaurants,8.19M
REE,REE Automotive,Recreational Vehicles,48.66M
REFI,Chicago Atlantic Real Estate Finance,REIT - Mortgage,262.82M
REFR,Research Frontiers,Electronic Components,54.29M
REG,Regency Centers,REIT - Retail,11.14B
REGN,Regeneron Pharmaceuticals,Biotechnology,89.59B
REI,Ring Energy,Oil & Gas E&P,375.46M
REKR,Rekor Systems,Software - Infrastructure,244.78M
RELI,Reliance Global Group,Insurance Brokers,4.59M
RELL,Richardson Electronics,Electronic Components,168.27M
RELX,RELX PLC,Publishing,60.43B
RELY,Remitly Global,Software - Infrastructure,4.43B
RENB,Renovaro Biosciences,Biotechnology,156.06M
RENE,Cartesian Growth Corporation II,Shell Companies,308.20M
RENT,Rent the Runway,Apparel Retail,87.52M
REPL,Replimune Group,Biotechnology,1.21B
REPX,Riley Exploration Permian,Oil & Gas E&P,656.37M
RERE,ATRenew,Internet Retail,502.79M
RES,"RPC, Inc.",Oil & Gas Equipment & Services,1.74B
RETA,Reata Pharmaceuticals,Biotechnology,6.44B
RETO,ReTo Eco-Solutions,Building Materials,5.86M
REVB,Revelation Biosciences,Biotechnology,4.34M
REVG,REV Group,Farm & Heavy Construction Machinery,773.44M
REX,REX American Resources,Specialty Chemicals,694.56M
REXR,Rexford Industrial Realty,REIT - Industrial,10.88B
REYN,Reynolds Consumer Products,Packaging & Containers,5.77B
REZI,Resideo Technologies,Security & Protection Services,2.41B
RF,Regions Financial,Banks - Regional,17.40B
RFAC,RF Acquisition,Shell Companies,76.14M
RFIL,RF Industries,Electrical Equipment & Parts,38.90M
RFL,Rafael Holdings,Real Estate Services,54.66M
RGA,Reinsurance Group of America,Insurance - Reinsurance,9.27B
RGC,Regencell Bioscience Holdings,Drug Manufacturers - Specialty & Generic,195.19M
RGCO,RGC Resources,Utilities - Regulated Gas,182.52M
RGEN,Repligen,Medical Instruments & Supplies,9.17B
RGF,The Real Good Food Company,Packaged Foods,107.28M
RGLD,Royal Gold,Gold,7.25B
RGLS,Regulus Therapeutics,Biotechnology,32.15M
RGNX,REGENXBIO,Biotechnology,788.91M
RGP,Resources Connection,Consulting Services,515.20M
RGR,"Sturm, Ruger & Company",Aerospace & Defense,911.97M
RGS,Regis,Personal Services,49.21M
RGTI,Rigetti Computing,Computer Hardware,231.40M
RH,RH,Specialty Retail,6.23B
RHE,Regional Health Properties,Medical Care Facilities,5.03M
RHI,Robert Half International,Staffing & Employment Services,8.08B
RHP,Ryman Hospitality Properties,REIT - Hotel & Motel,4.93B
RIBT,RiceBran Technologies,Packaged Foods,3.50M
RICK,RCI Hospitality Holdings,Restaurants,614.08M
RIG,Transocean,Oil & Gas Drilling,6.13B
RIGL,Rigel Pharmaceuticals,Biotechnology,212.80M
RILY,B. Riley Financial,Financial Conglomerates,1.38B
RIO,Rio Tinto Group,Other Industrial Metals & Mining,98.48B
RIOT,Riot Blockchain,Software - Application,1.92B
RITM,Rithm Capital,REIT - Mortgage,4.78B
RIVN,Rivian Automotive,Auto Manufacturers,18.87B
RJF,Raymond James Financial,Capital Markets,21.36B
RKDA,Arcadia Biosciences,Agricultural Inputs,3.99M
RKLB,Rocket Lab USA,Aerospace & Defense,2.80B
RKT,Rocket Companies,Mortgage Finance,20.71B
RL,Ralph Lauren,Apparel Manufacturing,7.43B
RLAY,Relay Therapeutics,Biotechnology,1.25B
RLGT,Radiant Logistics,Integrated Freight & Logistics,317.36M
RLI,RLI Corp.,Insurance - Property & Casualty,5.88B
RLJ,RLJ Lodging Trust,REIT - Hotel & Motel,1.51B
RLMD,Relmada Therapeutics,Biotechnology,98.12M
RLX,RLX Technology,Tobacco,2.25B
RLYB,Rallybio,Biotechnology,206.77M
RM,Regional Management,Credit Services,277.90M
RMAX,RE/MAX Holdings,Real Estate Services,499.89M
RMBI,Richmond Mutual Bancorporation,Banks - Regional,127.37M
RMBL,RumbleON,Auto & Truck Dealerships,96.70M
RMBS,Rambus,Semiconductors,5.81B
RMCF,Rocky Mountain Chocolate Factory,Confectioners,32.54M
RMD,ResMed,Medical Instruments & Supplies,23.68B
RMGC,RMG Acquisition Corp. III,Shell Companies,137.15M
RMNI,Rimini Street,Software - Application,212.50M
RMR,The RMR Group,Real Estate Services,408.66M
RMTI,Rockwell Medical,Drug Manufacturers - Specialty & Generic,65.53M
RNA,Avidity Biosciences,Biotechnology,592.77M
RNAZ,TransCode Therapeutics,Biotechnology,3.38M
RNG,RingCentral,Software - Application,2.75B
RNGR,Ranger Energy Services,Oil & Gas Equipment & Services,299.66M
RNLX,Renalytix,Health Information Services,144.43M
RNR,RenaissanceRe Holdings,Insurance - Reinsurance,9.31B
RNST,Renasant,Banks - Regional,1.57B
RNW,ReNew Energy Global,Utilities - Renewable,2.34B
RNXT,RenovoRx,Biotechnology,17.76M
ROAD,Construction Partners,Engineering & Construction,1.77B
ROCK,Gibraltar Industries,Building Products & Equipment,2.19B
ROCL,Roth Ch Acquisition V Co.,Shell Companies,60.75M
ROG,Rogers,Electronic Components,2.54B
ROIC,Retail Opportunity Investments,REIT - Retail,1.65B
ROIV,Roivant Sciences,Biotechnology,8.60B
ROK,Rockwell Automation,Specialty Industrial Machinery,34.84B
ROKU,"Roku, Inc.",Entertainment,10.82B
ROL,Rollins,Personal Services,19.40B
ROOT,"Root, Inc.",Insurance - Property & Casualty,155.01M
ROP,Roper Technologies,Specialty Industrial Machinery,52.74B
ROSE,Rose Hill Acquisition,Shell Companies,61.92M
ROSS,Ross Acquisition Corp II,Shell Companies,160.11M
ROST,Ross Stores,Apparel Retail,40.54B
ROVR,Rover Group,Personal Services,1.16B
RPAY,Repay Holdings,Software - Infrastructure,834.69M
RPD,Rapid7,Software - Infrastructure,2.91B
RPHM,Reneo Pharmaceuticals,Biotechnology,211.26M
RPID,Rapid Micro Biosystems,Medical Devices,39.79M
RPM,RPM International,Specialty Chemicals,12.87B
RPRX,Royalty Pharma,Biotechnology,13.56B
RPT,RPT Realty,REIT - Retail,829.58M
RPTX,Repare Therapeutics,Biotechnology,425.15M
RRAC,Rigel Resource Acquisition,Shell Companies,346.04M
RRBI,Red River Bancshares,Banks - Regional,347.27M
RRC,Range Resources,Oil & Gas E&P,7.53B
RRGB,Red Robin Gourmet Burgers,Restaurants,168.53M
RRR,Red Rock Resorts,Resorts & Casinos,2.52B
RRX,Regal Rexnord,Specialty Industrial Machinery,10.28B
RS,Reliance Steel & Aluminum Co.,Steel,16.14B
RSG,Republic Services,Waste Management,46.21B
RSI,Rush Street Interactive,Gambling,936.88M
RSKD,Riskified,Software - Application,838.25M
RSLS,ReShape Lifesciences,Medical Devices,3.73M
RSSS,Research Solutions,Software - Application,66.08M
RSVR,Reservoir Media,Entertainment,343.99M
RTC,Baijiayun Group,Software - Application,425.32M
RTL,The Necessity Retail REIT,REIT - Diversified,1.01B
RTO,Rentokil Initial,Specialty Business Services,18.64B
RTX,RTX Corporation,Aerospace & Defense,123.27B
RUM,Rumble,Software - Application,2.06B
RUN,Sunrun,Solar,3.00B
RUSHA,Rush Enterprises,Auto & Truck Dealerships,3.45B
RUSHB,Rush Enterprises,Auto & Truck Dealerships,3.46B
RVLP,RVL Pharmaceuticals,Biotechnology,14.05M
RVLV,Revolve Group,Internet Retail,1.07B
RVMD,Revolution Medicines,Biotechnology,3.62B
RVNC,Revance Therapeutics,Biotechnology,1.63B
RVP,Retractable Technologies,Medical Instruments & Supplies,37.12M
RVPH,Reviva Pharmaceuticals Holdings,Biotechnology,112.35M
RVSB,Riverview Bancorp,Banks - Regional,124.41M
RVSN,Rail Vision,Railroads,11.87M
RVTY,Revvity,Diagnostics & Research,14.27B
RVYL,Ryvyl,Software - Infrastructure,48.30M
RWAY,Runway Growth Finance,Credit Services,519.73M
RWLK,ReWalk Robotics,Medical Devices,39.77M
RWOD,Redwoods Acquisition,Shell Companies,93.47M
RWT,Redwood Trust,REIT - Mortgage,887.61M
RXO,"RXO, Inc.",Trucking,2.22B
RXRX,Recursion Pharmaceuticals,Biotechnology,1.81B
RXST,RxSight,Medical Devices,1.05B
RXT,Rackspace Technology,Software - Infrastructure,515.98M
RY,Royal Bank of Canada,Banks - Diversified,123.66B
RYAAY,Ryanair Holdings,Airlines,22.24B
RYAM,Rayonier Advanced Materials,Chemicals,216.94M
RYAN,Ryan Specialty Holdings,Insurance - Specialty,12.11B
RYI,Ryerson Holding,Metal Fabrication,1.02B
RYN,Rayonier,REIT - Specialty,4.45B
RYTM,Rhythm Pharmaceuticals,Biotechnology,1.52B
RZLT,Rezolute,Biotechnology,52.66M
S,SentinelOne,Software - Infrastructure,4.84B
SA,Seabridge Gold,Gold,948.92M
SABR,Sabre,Travel Services,1.64B
SABS,SAB Biotherapeutics,Biotechnology,35.05M
SACH,Sachem Capital,REIT - Mortgage,156.90M
SAFE,Safehold,REIT - Diversified,1.46B
SAFT,Safety Insurance Group,Insurance - Property & Casualty,1.04B
SAGA,Sagaliam Acquisition,Shell Companies,47.38M
SAGE,Sage Therapeutics,Biotechnology,1.19B
SAH,Sonic Automotive,Auto & Truck Dealerships,1.84B
SAI,SAI.TECH Global,Capital Markets,30.63M
SAIA,"Saia, Inc.",Trucking,10.80B
SAIC,Science Applications International,Information Technology Services,6.32B
SALM,Salem Media Group,Broadcasting,17.56M
SAM,The Boston Beer Company,Beverages - Brewers,4.35B
SAMA,Schultze Special Purpose Acquisition Corp. II,Shell Companies,139.29M
SAMG,Silvercrest Asset Management Group,Asset Management,179.03M
SAN,Banco Santander,Banks - Diversified,61.50B
SANA,Sana Biotechnology,Biotechnology,1.04B
SAND,Sandstorm Gold,Gold,1.56B
SANG,Sangoma Technologies,Software - Infrastructure,127.53M
SANM,Sanmina,Electronic Components,3.20B
SANW,S&W Seed Company,Farm Products,41.18M
SAP,SAP SE,Software - Application,160.79B
SAR,Saratoga Investment,Asset Management,324.23M
SASI,Sigma Labs,Information Technology Services,2.46M
SASR,Sandy Spring Bancorp,Banks - Regional,999.53M
SATL,Satellogic,Scientific & Technical Instruments,137.62M
SATS,EchoStar,Communication Equipment,1.49B
SATX,Satixfy Communications,Communication Equipment,37.96M
SAVA,Cassava Sciences,Biotechnology,766.37M
SAVE,Spirit Airlines,Airlines,1.69B
SB,Safe Bulkers,Marine Shipping,343.72M
SBAC,SBA Communications,REIT - Specialty,24.10B
SBCF,Seacoast Banking Corporation of Florida,Banks - Regional,1.96B
SBET,SharpLink Gaming,Gambling,6.49M
SBEV,Splash Beverage Group,Beverages - Brewers,28.68M
SBFG,SB Financial Group,Banks - Regional,99.28M
SBFM,Sunshine Biopharma,Drug Manufacturers - Specialty & Generic,11.46M
SBGI,Sinclair Broadcast Group,Entertainment,762.82M
SBH,Sally Beauty Holdings,Specialty Retail,1.05B
SBIG,SpringBig Holdings,Software - Application,9.46M
SBLK,Star Bulk Carriers,Marine Shipping,1.74B
SBOW,SilverBow Resources,Oil & Gas E&P,945.20M
SBR,Sabine Royalty Trust,Oil & Gas E&P,918.64M
SBRA,Sabra Health Care REIT,REIT - Healthcare Facilities,2.79B
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities - Regulated Water,8.22B
SBSI,Southside Bancshares,Banks - Regional,922.67M
SBSW,Sibanye Stillwater,Gold,4.88B
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,310.37M
SBUX,Starbucks,Restaurants,109.36B
SBXC,SilverBox Corp III,Shell Companies,175.60M
SCCO,Southern Copper,Copper,60.14B
SCHL,Scholastic,Publishing,1.39B
SCHN,Schnitzer Steel Industries,Steel,875.87M
SCHW,The Charles Schwab Corporation,Capital Markets,102.94B
SCI,Service Corporation International,Personal Services,9.69B
SCKT,Socket Mobile,Computer Hardware,9.52M
SCL,Stepan Company,Specialty Chemicals,1.94B
SCLX,Scilex Holding Company,Drug Manufacturers - General,490.39M
SCM,Stellus Capital Investment,Asset Management,316.26M
SCOR,comScore,Internet Content & Information,68.27M
SCPH,scPharmaceuticals,Biotechnology,284.70M
SCPL,SciPlay,Electronic Gaming & Multimedia,482.09M
SCRM,Screaming Eagle Acquisition,Shell Companies,975.94M
SCS,Steelcase,Business Equipment & Supplies,953.28M
SCSC,ScanSource,Electronics & Computer Distribution,784.84M
SCTL,Societal CDMO,Drug Manufacturers - Specialty & Generic,36.50M
SCU,Sculptor Capital Management,Asset Management,285.21M
SCVL,Shoe Carnival,Apparel Retail,590.72M
SCWO,374Water,Pollution & Treatment Controls,183.08M
SCWX,SecureWorks,Software - Infrastructure,546.30M
SCX,The L.S. Starrett Company,Tools & Accessories,79.56M
SCYX,SCYNEXIS,Drug Manufacturers - Specialty & Generic,111.90M
SD,SandRidge Energy,Oil & Gas E&P,574.08M
SDA,SunCar Technology Group,Auto & Truck Dealerships,1.05B
SDC,SmileDirectClub,Medical Instruments & Supplies,181.48M
SDGR,Schrödinger,Health Information Services,2.53B
SDIG,Stronghold Digital Mining,Capital Markets,41.35M
SDOT,Sadot Group,Farm Products,45.60M
SDPI,Superior Drilling Products,Oil & Gas Equipment & Services,24.32M
SDRL,Seadrill,Oil & Gas Drilling,3.87B
SE,Sea Limited,Internet Retail,20.57B
SEAC,SeaChange International,Software - Application,12.61M
SEAS,SeaWorld Entertainment,Leisure,3.19B
SEAT,Vivid Seats,Internet Content & Information,1.40B
SEB,Seaboard,Conglomerates,4.26B
SECO,Secoo Holding,Internet Retail,3.46M
SEDA,SDCL EDGE Acquisition,Shell Companies,263.44M
SEDG,SolarEdge Technologies,Solar,9.15B
SEE,Sealed Air,Packaging & Containers,5.11B
SEED,Origin Agritech,Agricultural Inputs,23.23M
SEEL,Seelos Therapeutics,Biotechnology,152.59M
SEER,"Seer, Inc.",Biotechnology,159.85M
SEIC,SEI Investments Company,Asset Management,8.12B
SELB,Selecta Biosciences,Biotechnology,174.91M
SELF,Global Self Storage,REIT - Industrial,56.05M
SEM,Select Medical Holdings,Medical Care Facilities,3.59B
SEMR,Semrush Holdings,Software - Application,1.28B
SENEA,Seneca Foods,Packaged Foods,376.52M
SENEB,Seneca Foods,Packaged Foods,390.47M
SENS,Senseonics Holdings,Medical Devices,257.64M
SEPA,SEP Acquisition,Shell Companies,61.70M
SERA,Sera Prognostics,Diagnostics & Research,62.56M
SES,SES AI,Auto Parts,741.26M
SEVN,Seven Hills Realty Trust,REIT - Mortgage,159.13M
SEZL,Sezzle,Credit Services,167.46M
SF,Stifel Financial,Capital Markets,6.66B
SFBC,Sound Financial Bancorp,Banks - Regional,96.56M
SFBS,ServisFirst Bancshares,Banks - Regional,2.97B
SFE,Safeguard Scientifics,Asset Management,19.83M
SFIX,Stitch Fix,Apparel Retail,419.80M
SFL,SFL Corporation,Marine Shipping,1.40B
SFM,Sprouts Farmers Market,Grocery Stores,4.03B
SFNC,Simmons First National,Banks - Regional,2.20B
SFR,Appreciate Holdings,Real Estate Services,14.46M
SFST,Southern First Bancshares,Banks - Regional,226.59M
SFT,Shift Technologies,Auto & Truck Dealerships,20.40M
SFWL,Shengfeng Development,Integrated Freight & Logistics,442.49M
SG,Sweetgreen,Restaurants,1.56B
SGA,Saga Communications,Broadcasting,131.66M
SGBX,SG Blocks,Metal Fabrication,19.94M
SGC,Superior Group of Companies,Apparel Manufacturing,135.34M
SGE,Strong Global Entertainment,Computer Hardware,12.50M
SGEN,Seagen,Biotechnology,37.50B
SGH,SMART Global Holdings,Semiconductors,1.20B
SGHC,Super Group (SGHC),Gambling,1.83B
SGHT,Sight Sciences,Medical Devices,310.39M
SGII,Seaport Global Acquisition II,Shell Companies,81.97M
SGLY,Singularity Future Technology,Integrated Freight & Logistics,9.03M
SGMA,SigmaTron International,Electronic Components,38.86M
SGML,Sigma Lithium,Other Industrial Metals & Mining,3.50B
SGMO,Sangamo Therapeutics,Biotechnology,136.39M
SGMT,Sagimet Biosciences,Biotechnology,275.42M
SGRP,SPAR Group,Specialty Business Services,26.73M
SGRY,Surgery Partners,Medical Care Facilities,4.30B
SGU,"Star Group,",Oil & Gas Refining & Marketing,422.96M
SHAK,Shake Shack,Restaurants,2.96B
SHAP,Spree Acquisition Corp. 1,Shell Companies,109.97M
SHBI,Shore Bancshares,Banks - Regional,359.05M
SHC,Sotera Health Company,Diagnostics & Research,4.54B
SHCO,Soho House & Co,Lodging,1.29B
SHCR,Sharecare,Health Information Services,284.02M
SHEL,Shell,Oil & Gas Integrated,203.63B
SHEN,Shenandoah Telecommunications Company,Telecom Services,1.11B
SHFS,SHF Holdings,Banks - Regional,17.15M
SHG,Shinhan Financial Group Co.,Banks - Regional,13.86B
SHIP,Seanergy Maritime Holdings,Marine Shipping,103.06M
SHLS,Shoals Technologies Group,Solar,3.27B
SHLT,SHL Telemedicine,Health Information Services,155.23M
SHO,Sunstone Hotel Investors,REIT - Hotel & Motel,1.80B
SHOO,Steven Madden,Footwear & Accessories,2.53B
SHOP,Shopify,Software - Application,71.25B
SHPH,Shuttle Pharmaceuticals Holdings,Drug Manufacturers - Specialty & Generic,11.09M
SHPW,Shapeways Holdings,Specialty Industrial Machinery,19.65M
SHUA,SHUAA Partners Acquisition Corp I,Shell Companies,57.78M
SHW,The Sherwin-Williams Company,Specialty Chemicals,68.05B
SHYF,The Shyft Group,Farm & Heavy Construction Machinery,535.60M
SIBN,SI-BONE,Medical Devices,877.50M
SID,Companhia Siderúrgica Nacional,Steel,3.21B
SIDU,Sidus Space,Aerospace & Defense,10.05M
SIEB,Siebert Financial,Capital Markets,85.89M
SIEN,Sientra,Medical Devices,29.06M
SIF,SIFCO Industries,Aerospace & Defense,17.44M
SIFY,Sify Technologies,Telecom Services,407.72M
SIG,Signet Jewelers,Luxury Goods,3.09B
SIGA,SIGA Technologies,Drug Manufacturers - Specialty & Generic,329.11M
SIGI,Selective Insurance Group,Insurance - Property & Casualty,6.03B
SII,Sprott,Asset Management,833.20M
SILC,Silicom,Communication Equipment,178.03M
SILK,Silk Road Medical,Medical Devices,783.65M
SILO,Silo Pharma,Biotechnology,6.03M
SILV,SilverCrest Metals,Other Precious Metals & Mining,711.13M
SIM,Grupo Simec,Steel,5.51B
SIMO,Silicon Motion Technology,Semiconductors,1.81B
SINT,Sintx Technologies,Medical Devices,3.75M
SIRI,Sirius XM Holdings,Entertainment,15.63B
SISI,Shineco,Drug Manufacturers - Specialty & Generic,3.17M
SITC,SITE Centers,REIT - Retail,2.69B
SITE,SiteOne Landscape Supply,Industrial Distribution,7.09B
SITM,SiTime,Semiconductors,2.75B
SIX,Six Flags Entertainment,Leisure,1.84B
SJ,Scienjoy Holding,Broadcasting,122.22M
SJM,The J. M. Smucker Company,Packaged Foods,14.51B
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,320.20M
SJW,SJW Group,Utilities - Regulated Water,2.11B
SKE,Skeena Resources,Other Industrial Metals & Mining,409.97M
SKGR,SK Growth Opportunities,Shell Companies,280.34M
SKIL,Skillsoft,Education & Training Services,212.13M
SKIN,The Beauty Health Company,Household & Personal Products,821.24M
SKLZ,Skillz,Electronic Gaming & Multimedia,178.69M
SKM,"SK Telecom Co.,Ltd",Telecom Services,7.78B
SKT,Tanger Factory Outlet Centers,REIT - Retail,2.37B
SKWD,Skyward Specialty Insurance Group,Insurance - Property & Casualty,881.95M
SKX,Skechers U.S.A.,Footwear & Accessories,7.49B
SKY,Skyline Champion,Residential Construction,3.61B
SKYH,Sky Harbour Group,Aerospace & Defense,258.63M
SKYT,SkyWater Technology,Semiconductors,294.83M
SKYW,SkyWest,Airlines,1.69B
SKYX,SKYX Platforms,Electrical Equipment & Parts,156.61M
SLAB,Silicon Laboratories,Semiconductors,4.17B
SLAC,Social Leverage Acquisition Corp I,Shell Companies,104.42M
SLAM,Slam Corp.,Shell Companies,426.88M
SLB,Schlumberger,Oil & Gas Equipment & Services,80.24B
SLCA,U.S. Silica Holdings,Oil & Gas Equipment & Services,946.99M
SLDB,Solid Biosciences,Biotechnology,75.23M
SLDP,Solid Power,Electrical Equipment & Parts,376.40M
SLF,Sun Life Financial,Insurance - Diversified,27.89B
SLG,SL Green Realty,REIT - Office,2.27B
SLGC,SomaLogic,Health Information Services,378.02M
SLGG,Super League Gaming,Internet Content & Information,6.06M
SLGL,Sol-Gel Technologies,Biotechnology,72.30M
SLGN,Silgan Holdings,Packaging & Containers,4.96B
SLI,Standard Lithium,Other Industrial Metals & Mining,595.30M
SLM,SLM Corporation,Credit Services,3.23B
SLN,Silence Therapeutics,Biotechnology,331.14M
SLNA,Selina Hospitality,Resorts & Casinos,57.38M
SLND,Southland Holdings,Engineering & Construction,322.55M
SLNG,Stabilis Solutions,Oil & Gas Integrated,93.87M
SLNH,Soluna Holdings,Scientific & Technical Instruments,9.96M
SLNO,Soleno Therapeutics,Biotechnology,50.36M
SLP,Simulations Plus,Health Information Services,896.11M
SLQT,SelectQuote,Insurance Brokers,211.65M
SLRC,SLR Investment,Asset Management,824.32M
SLRN,ACELYRIN INC.,Biotechnology,2.38B
SLRX,Salarius Pharmaceuticals,Biotechnology,3.28M
SLS,SELLAS Life Sciences Group,Biotechnology,42.24M
SLVM,Sylvamo,Paper & Paper Products,1.69B
SLVR,SILVERspac,Shell Companies,325.94M
SM,SM Energy Company,Oil & Gas E&P,4.82B
SMAP,SportsMap Tech Acquisition,Shell Companies,54.70M
SMAR,Smartsheet,Software - Application,5.35B
SMBC,Southern Missouri Bancorp,Banks - Regional,486.98M
SMBK,SmartFinancial,Banks - Regional,391.09M
SMCI,Super Micro Computer,Computer Hardware,14.10B
SMFG,Sumitomo Mitsui Financial Group,Banks - Diversified,59.50B
SMFL,Smart for Life,Packaged Foods,5.90M
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,2.90B
SMHI,SEACOR Marine Holdings,Marine Shipping,306.90M
SMID,Smith-Midland,Building Materials,92.30M
SMLP,"Summit Midstream Partners, LP",Oil & Gas Midstream,143.50M
SMLR,Semler Scientific,Medical Devices,185.73M
SMMF,Summit Financial Group,Banks - Regional,362.99M
SMMT,Summit Therapeutics,Biotechnology,1.24B
SMP,Standard Motor Products,Auto Parts,800.08M
SMPL,The Simply Good Foods Company,Packaged Foods,3.43B
SMR,NuScale Power,Utilities - Renewable,435.73M
SMRT,SmartRent,Software - Application,658.77M
SMSI,Smith Micro Software,Software - Application,89.45M
SMTC,Semtech,Semiconductors,1.62B
SMTI,Sanara MedTech,Medical Instruments & Supplies,311.99M
SMWB,Similarweb,Internet Content & Information,547.33M
SMX,SMX (Security Matters),Specialty Business Services,71.43M
SN,SharkNinja,null,4.86B
SNA,Snap-on,Tools & Accessories,14.00B
SNAL,Snail,Electronic Gaming & Multimedia,48.01M
SNAP,Snap Inc.,Internet Content & Information,15.01B
SNAX,Stryve Foods,Packaged Foods,8.67M
SNBR,Sleep Number,"Furnishings, Fixtures & Appliances",494.04M
SNCE,Science 37 Holdings,Health Information Services,32.07M
SNCR,Synchronoss Technologies,Software - Infrastructure,94.33M
SNCY,Sun Country Airlines Holdings,Airlines,822.82M
SND,Smart Sand,Oil & Gas Equipment & Services,76.69M
SNDA,Sonida Senior Living,Medical Care Facilities,74.36M
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,411.59M
SNDR,Schneider National,Trucking,5.14B
SNDX,Syndax Pharmaceuticals,Biotechnology,1.30B
SNES,SenesTech,Specialty Chemicals,1.90M
SNEX,StoneX Group,Capital Markets,2.06B
SNFCA,Security National Financial,Mortgage Finance,176.25M
SNGX,Soligenix,Biotechnology,4.63M
SNN,Smith & Nephew,Medical Devices,11.69B
SNOA,Sonoma Pharmaceuticals,Drug Manufacturers - Specialty & Generic,4.35M
SNOW,Snowflake,Software - Application,49.72B
SNPO,Snap One Holdings,Electronics & Computer Distribution,745.99M
SNPS,Synopsys,Software - Infrastructure,67.28B
SNPX,Synaptogenix,Biotechnology,5.34M
SNSE,Sensei Biotherapeutics,Biotechnology,26.16M
SNT,Senstar Technologies,Security & Protection Services,28.44M
SNTG,Sentage Holdings,Credit Services,5.03M
SNTI,Senti Biosciences,Biotechnology,28.58M
SNV,Synovus Financial,Banks - Regional,4.42B
SNX,TD SYNNEX,Electronics & Computer Distribution,9.32B
SNY,Sanofi,Drug Manufacturers - General,133.94B
SO,The Southern Company,Utilities - Regulated Electric,74.25B
SOBR,SOBR Safe,Scientific & Technical Instruments,25.22M
SOFI,SoFi Technologies,Credit Services,7.88B
SOFO,Sonic Foundry,Software - Application,9.95M
SOHO,Sotherly Hotels,REIT - Hotel & Motel,83.39M
SOHU,Sohu.com,Electronic Gaming & Multimedia,357.28M
SOI,Solaris Oilfield Infrastructure,Oil & Gas Equipment & Services,452.97M
SOL,ReneSola,Solar,226.92M
SOLO,Electrameccanica Vehicles,Auto Manufacturers,88.32M
SON,Sonoco Products Company,Packaging & Containers,5.54B
SOND,Sonder Holdings,Lodging,110.35M
SONM,Sonim Technologies,Communication Equipment,26.20M
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,11.17M
SONO,Sonos,Consumer Electronics,1.75B
SONX,Sonendo,Medical Devices,52.69M
SONY,Sony Group,Consumer Electronics,100.13B
SOPA,Society Pass,Software - Application,13.24M
SOPH,SOPHiA GENETICS,Health Information Services,156.08M
SOS,SOS Limited,Software - Infrastructure,133.39M
SOTK,Sono-Tek,Scientific & Technical Instruments,74.47M
SOUN,SoundHound AI,Software - Application,558.44M
SOVO,Sovos Brands,Packaged Foods,2.28B
SP,SP Plus,Specialty Business Services,763.65M
SPB,Spectrum Brands Holdings,Household & Personal Products,2.91B
SPCB,SuperCom,Security & Protection Services,3.06M
SPCE,Virgin Galactic Holdings,Aerospace & Defense,932.53M
SPFI,South Plains Financial,Banks - Regional,444.49M
SPG,Simon Property Group,REIT - Retail,41.46B
SPGC,Sacks Parente Golf,Leisure,38.18M
SPGI,S&P Global,Financial Data & Stock Exchanges,123.55B
SPH,"Suburban Propane Partners,",Utilities - Regulated Gas,921.96M
SPHR,Sphere Entertainment Co.,Entertainment,1.17B
SPI,SPI Energy Co.,Solar,30.90M
SPIR,Spire Global,Specialty Business Services,98.30M
SPLK,Splunk,Software - Infrastructure,19.20B
SPLP,Steel Partners Holdings L.P.,Conglomerates,945.52M
SPNS,Sapiens International Corporation,Software - Application,1.63B
SPNT,SiriusPoint,Insurance - Reinsurance,1.75B
SPOK,Spok Holdings,Health Information Services,275.36M
SPOT,Spotify Technology,Internet Content & Information,26.71B
SPPI,Spectrum Pharmaceuticals,Biotechnology,210.38M
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,2.17B
SPRB,Spruce Biosciences,Biotechnology,88.75M
SPRC,SciSparc,Biotechnology,2.07M
SPRO,Spero Therapeutics,Biotechnology,67.45M
SPRU,Spruce Power Holding,Solar,119.27M
SPRY,ARS Pharmaceuticals,Biotechnology,663.24M
SPSC,SPS Commerce,Software - Infrastructure,6.58B
SPT,Sprout Social,Software - Application,2.64B
SPTN,SpartanNash Company,Food Distribution,770.25M
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,185.80M
SPWR,SunPower,Solar,1.22B
